It.no.|   Time    |time step |SOR iterations | residual | SOR converged 
    1926 |  11.878622 | 0.004965 |      256      | 0.000996 | Yes 
    1927 |  11.883587 | 0.004965 |      397      | 0.000996 | Yes 
    1928 |  11.888552 | 0.004965 |      621      | 0.000992 | Yes 
    1929 |  11.893517 | 0.004965 |      633      | 0.000992 | Yes 
    1930 |  11.898482 | 0.004965 |      183      | 0.000995 | Yes 
    1931 |  11.903447 | 0.004965 |      194      | 0.000997 | Yes 
    1932 |  11.908412 | 0.004965 |      48      | 0.000932 | Yes 
    1933 |  11.913377 | 0.004965 |      242      | 0.000988 | Yes 
    1934 |  11.918342 | 0.004965 |      161      | 0.000998 | Yes 
    1935 |  11.923307 | 0.004965 |      135      | 0.000993 | Yes 
    1936 |  11.928272 | 0.004965 |      424      | 0.001000 | Yes 
    1937 |  11.933237 | 0.004965 |      371      | 0.001000 | Yes 
    1938 |  11.938202 | 0.004965 |      270      | 0.000989 | Yes 
    1939 |  11.943167 | 0.004965 |      243      | 0.000989 | Yes 
    1940 |  11.948132 | 0.004965 |      331      | 0.000988 | Yes 
    1941 |  11.953097 | 0.004965 |      276      | 0.000992 | Yes 
    1942 |  11.958062 | 0.004965 |      244      | 0.000991 | Yes 
    1943 |  11.963027 | 0.004965 |      245      | 0.000991 | Yes 
    1944 |  11.967992 | 0.004965 |      138      | 0.000998 | Yes 
    1945 |  11.972958 | 0.004965 |      219      | 0.000991 | Yes 
    1946 |  11.977923 | 0.004965 |      349      | 0.000998 | Yes 
    1947 |  11.982888 | 0.004965 |      475      | 0.000988 | Yes 
    1948 |  11.987853 | 0.004965 |      487      | 0.000995 | Yes 
    1949 |  11.992818 | 0.004965 |      375      | 0.000990 | Yes 
    1950 |  11.997783 | 0.004965 |      419      | 0.000988 | Yes 
    1951 |  12.002748 | 0.004965 |      413      | 0.000996 | Yes 
    1952 |  12.007713 | 0.004965 |      297      | 0.000990 | Yes 
    1953 |  12.012678 | 0.004965 |      238      | 0.000998 | Yes 
    1954 |  12.017643 | 0.004965 |      310      | 0.000994 | Yes 
    1955 |  12.022608 | 0.004965 |      232      | 0.000993 | Yes 
    1956 |  12.027573 | 0.004965 |      236      | 0.000988 | Yes 
    1957 |  12.032538 | 0.004965 |      275      | 0.000998 | Yes 
    1958 |  12.037503 | 0.004965 |      183      | 0.000999 | Yes 
    1959 |  12.042468 | 0.004965 |      258      | 0.000990 | Yes 
    1960 |  12.047433 | 0.004965 |      239      | 0.000997 | Yes 
    1961 |  12.052398 | 0.004965 |      289      | 0.000999 | Yes 
    1962 |  12.057363 | 0.004965 |      260      | 0.000990 | Yes 
    1963 |  12.062328 | 0.004965 |      554      | 0.000993 | Yes 
    1964 |  12.067293 | 0.004965 |      492      | 0.000998 | Yes 
    1965 |  12.072258 | 0.004965 |      332      | 0.000991 | Yes 
    1966 |  12.077223 | 0.004965 |      59      | 0.000973 | Yes 
    1967 |  12.082188 | 0.004965 |      169      | 0.000987 | Yes 
    1968 |  12.087153 | 0.004965 |      320      | 0.000989 | Yes 
    1969 |  12.092118 | 0.004965 |      462      | 0.001000 | Yes 
    1970 |  12.097083 | 0.004965 |      445      | 0.000994 | Yes 
    1971 |  12.102049 | 0.004965 |      346      | 0.000998 | Yes 
    1972 |  12.107014 | 0.004965 |      43      | 0.000990 | Yes 
    1973 |  12.111979 | 0.004965 |      33      | 0.000993 | Yes 
    1974 |  12.116944 | 0.004965 |      33      | 0.000922 | Yes 
    1975 |  12.121909 | 0.004965 |      39      | 0.000904 | Yes 
    1976 |  12.126874 | 0.004965 |      296      | 0.000996 | Yes 
    1977 |  12.131839 | 0.004965 |      150      | 0.000995 | Yes 
    1978 |  12.136804 | 0.004965 |      89      | 0.000988 | Yes 
    1979 |  12.141769 | 0.004965 |      127      | 0.000981 | Yes 
    1980 |  12.146734 | 0.004965 |      183      | 0.000998 | Yes 
    1981 |  12.151699 | 0.004965 |      153      | 0.000987 | Yes 
    1982 |  12.156664 | 0.004965 |      344      | 0.000984 | Yes 
    1983 |  12.161629 | 0.004965 |      579      | 0.000993 | Yes 
    1984 |  12.166594 | 0.004965 |      369      | 0.000980 | Yes 
    1985 |  12.171559 | 0.004965 |      236      | 0.000985 | Yes 
    1986 |  12.176524 | 0.004965 |      159      | 0.000993 | Yes 
    1987 |  12.181489 | 0.004965 |      84      | 0.000975 | Yes 
    1988 |  12.186454 | 0.004965 |      185      | 0.000987 | Yes 
    1989 |  12.191419 | 0.004965 |      335      | 0.000999 | Yes 
    1990 |  12.196384 | 0.004965 |      563      | 0.000993 | Yes 
    1991 |  12.201349 | 0.004965 |      571      | 0.000999 | Yes 
    1992 |  12.206314 | 0.004965 |      88      | 0.000994 | Yes 
    1993 |  12.211279 | 0.004965 |      99      | 0.000985 | Yes 
    1994 |  12.216244 | 0.004965 |      33      | 0.000987 | Yes 
    1995 |  12.221209 | 0.004965 |      75      | 0.000998 | Yes 
    1996 |  12.226174 | 0.004965 |      190      | 0.000995 | Yes 
    1997 |  12.231140 | 0.004965 |      395      | 0.000996 | Yes 
    1998 |  12.236105 | 0.004965 |      391      | 0.001000 | Yes 
    1999 |  12.241070 | 0.004965 |      202      | 0.000991 | Yes 
    2000 |  12.246035 | 0.004965 |      121      | 0.000997 | Yes 
    2001 |  12.251000 | 0.004965 |      115      | 0.000998 | Yes 
    2002 |  12.255965 | 0.004965 |      62      | 0.000992 | Yes 
    2003 |  12.260930 | 0.004965 |      79      | 0.000999 | Yes 
    2004 |  12.265895 | 0.004965 |      35      | 0.000995 | Yes 
    2005 |  12.270860 | 0.004965 |      77      | 0.000993 | Yes 
    2006 |  12.275825 | 0.004965 |      113      | 0.001000 | Yes 
    2007 |  12.280790 | 0.004965 |      81      | 0.000991 | Yes 
    2008 |  12.285755 | 0.004965 |      432      | 0.000999 | Yes 
    2009 |  12.290720 | 0.004965 |      430      | 0.000988 | Yes 
    2010 |  12.295685 | 0.004965 |      103      | 0.000993 | Yes 
    2011 |  12.300650 | 0.004965 |      172      | 0.000995 | Yes 
    2012 |  12.305615 | 0.004965 |      124      | 0.000990 | Yes 
    2013 |  12.310580 | 0.004965 |      43      | 0.000999 | Yes 
    2014 |  12.315545 | 0.004965 |      50      | 0.000993 | Yes 
    2015 |  12.320510 | 0.004965 |      127      | 0.000992 | Yes 
    2016 |  12.325475 | 0.004965 |      215      | 0.000993 | Yes 
    2017 |  12.330440 | 0.004965 |      190      | 0.000991 | Yes 
    2018 |  12.335405 | 0.004965 |      186      | 0.000990 | Yes 
    2019 |  12.340370 | 0.004965 |      116      | 0.000988 | Yes 
    2020 |  12.345335 | 0.004965 |      42      | 0.000987 | Yes 
    2021 |  12.350300 | 0.004965 |      33      | 0.000988 | Yes 
    2022 |  12.355265 | 0.004965 |      126      | 0.000990 | Yes 
    2023 |  12.360231 | 0.004965 |      343      | 0.000992 | Yes 
    2024 |  12.365196 | 0.004965 |      334      | 0.000994 | Yes 
    2025 |  12.370161 | 0.004965 |      153      | 0.000994 | Yes 
    2026 |  12.375126 | 0.004965 |      277      | 0.000984 | Yes 
    2027 |  12.380091 | 0.004965 |      253      | 0.000992 | Yes 
    2028 |  12.385056 | 0.004965 |      222      | 0.000985 | Yes 
    2029 |  12.390021 | 0.004965 |      279      | 0.000994 | Yes 
    2030 |  12.394986 | 0.004965 |      249      | 0.000987 | Yes 
    2031 |  12.399951 | 0.004965 |      295      | 0.000992 | Yes 
    2032 |  12.404916 | 0.004965 |      567      | 0.000988 | Yes 
    2033 |  12.409881 | 0.004965 |      331      | 0.000994 | Yes 
    2034 |  12.414846 | 0.004965 |      224      | 0.000981 | Yes 
    2035 |  12.419811 | 0.004965 |      229      | 0.000997 | Yes 
    2036 |  12.424776 | 0.004965 |      525      | 0.000991 | Yes 
    2037 |  12.429741 | 0.004965 |      500      | 0.000998 | Yes 
    2038 |  12.434706 | 0.004965 |      302      | 0.000996 | Yes 
    2039 |  12.439671 | 0.004965 |      307      | 0.000996 | Yes 
    2040 |  12.444636 | 0.004965 |      139      | 0.000995 | Yes 
    2041 |  12.449601 | 0.004965 |      203      | 0.000997 | Yes 
    2042 |  12.454566 | 0.004965 |      219      | 0.000997 | Yes 
    2043 |  12.459531 | 0.004965 |      245      | 0.000991 | Yes 
    2044 |  12.464496 | 0.004965 |      241      | 0.000991 | Yes 
    2045 |  12.469461 | 0.004965 |      43      | 0.000994 | Yes 
    2046 |  12.474426 | 0.004965 |      126      | 0.000980 | Yes 
    2047 |  12.479391 | 0.004965 |      73      | 0.000988 | Yes 
    2048 |  12.484357 | 0.004965 |      42      | 0.000998 | Yes 
    2049 |  12.489322 | 0.004965 |      147      | 0.000991 | Yes 
    2050 |  12.494287 | 0.004965 |      253      | 0.000999 | Yes 
    2051 |  12.499252 | 0.004965 |      252      | 0.000999 | Yes 
    2052 |  12.504217 | 0.004965 |      641      | 0.000995 | Yes 
    2053 |  12.509182 | 0.004965 |      412      | 0.000987 | Yes 
    2054 |  12.514147 | 0.004965 |      108      | 0.001000 | Yes 
    2055 |  12.519112 | 0.004965 |      135      | 0.000979 | Yes 
    2056 |  12.524077 | 0.004965 |      173      | 0.000984 | Yes 
    2057 |  12.529042 | 0.004965 |      39      | 0.000990 | Yes 
    2058 |  12.534007 | 0.004965 |      87      | 0.000990 | Yes 
    2059 |  12.538972 | 0.004965 |      69      | 0.000991 | Yes 
    2060 |  12.543937 | 0.004965 |      164      | 0.000981 | Yes 
    2061 |  12.548902 | 0.004965 |      611      | 0.000990 | Yes 
    2062 |  12.553867 | 0.004965 |      602      | 0.000991 | Yes 
    2063 |  12.558832 | 0.004965 |      110      | 0.000989 | Yes 
    2064 |  12.563797 | 0.004965 |      30      | 0.000993 | Yes 
    2065 |  12.568762 | 0.004965 |      145      | 0.000993 | Yes 
    2066 |  12.573727 | 0.004965 |      199      | 0.000993 | Yes 
    2067 |  12.578692 | 0.004965 |      37      | 0.000970 | Yes 
    2068 |  12.583657 | 0.004965 |      94      | 0.000996 | Yes 
    2069 |  12.588622 | 0.004965 |      39      | 0.000926 | Yes 
    2070 |  12.593587 | 0.004965 |      61      | 0.000997 | Yes 
    2071 |  12.598552 | 0.004965 |      324      | 0.000996 | Yes 
    2072 |  12.603517 | 0.004965 |      287      | 0.000990 | Yes 
    2073 |  12.608482 | 0.004965 |      94      | 0.000997 | Yes 
    2074 |  12.613448 | 0.004965 |      67      | 0.000984 | Yes 
    2075 |  12.618413 | 0.004965 |      89      | 0.000984 | Yes 
    2076 |  12.623378 | 0.004965 |      48      | 0.000981 | Yes 
    2077 |  12.628343 | 0.004965 |      42      | 0.000980 | Yes 
    2078 |  12.633308 | 0.004965 |      588      | 0.000998 | Yes 
    2079 |  12.638273 | 0.004965 |      378      | 0.000989 | Yes 
    2080 |  12.643238 | 0.004965 |      84      | 0.000983 | Yes 
    2081 |  12.648203 | 0.004965 |      145      | 0.000998 | Yes 
    2082 |  12.653168 | 0.004965 |      36      | 0.000964 | Yes 
    2083 |  12.658133 | 0.004965 |      40      | 0.000994 | Yes 
    2084 |  12.663098 | 0.004965 |      129      | 0.000994 | Yes 
    2085 |  12.668063 | 0.004965 |      581      | 0.000993 | Yes 
    2086 |  12.673028 | 0.004965 |      570      | 0.000992 | Yes 
    2087 |  12.677993 | 0.004965 |      73      | 0.000987 | Yes 
    2088 |  12.682958 | 0.004965 |      265      | 0.000996 | Yes 
    2089 |  12.687923 | 0.004965 |      225      | 0.000996 | Yes 
    2090 |  12.692888 | 0.004965 |      221      | 0.000980 | Yes 
    2091 |  12.697853 | 0.004965 |      148      | 0.000997 | Yes 
    2092 |  12.702818 | 0.004965 |      39      | 0.000994 | Yes 
    2093 |  12.707783 | 0.004965 |      573      | 0.000993 | Yes 
    2094 |  12.712748 | 0.004965 |      366      | 0.000983 | Yes 
    2095 |  12.717713 | 0.004965 |      207      | 0.000990 | Yes 
    2096 |  12.722678 | 0.004965 |      194      | 0.000989 | Yes 
    2097 |  12.727643 | 0.004965 |      32      | 0.000923 | Yes 
    2098 |  12.732608 | 0.004965 |      41      | 0.000988 | Yes 
    2099 |  12.737573 | 0.004965 |      49      | 0.000964 | Yes 
    2100 |  12.742539 | 0.004965 |      582      | 0.000999 | Yes 
    2101 |  12.747504 | 0.004965 |      573      | 0.000990 | Yes 
    2102 |  12.752469 | 0.004965 |      200      | 0.000996 | Yes 
    2103 |  12.757434 | 0.004965 |      26      | 0.000917 | Yes 
    2104 |  12.762399 | 0.004965 |      34      | 0.000973 | Yes 
    2105 |  12.767364 | 0.004965 |      21      | 0.000971 | Yes 
    2106 |  12.772329 | 0.004965 |      29      | 0.000880 | Yes 
    2107 |  12.777294 | 0.004965 |      283      | 0.000998 | Yes 
    2108 |  12.782259 | 0.004965 |      25      | 0.000968 | Yes 
    2109 |  12.787224 | 0.004965 |      47      | 0.000998 | Yes 
    2110 |  12.792189 | 0.004965 |      88      | 0.000995 | Yes 
    2111 |  12.797154 | 0.004965 |      567      | 0.000999 | Yes 
    2112 |  12.802119 | 0.004965 |      550      | 0.000993 | Yes 
    2113 |  12.807084 | 0.004965 |      177      | 0.000994 | Yes 
    2114 |  12.812049 | 0.004965 |      33      | 0.000881 | Yes 
    2115 |  12.817014 | 0.004965 |      34      | 0.000965 | Yes 
    2116 |  12.821979 | 0.004965 |      273      | 0.000980 | Yes 
    2117 |  12.826944 | 0.004965 |      56      | 0.000969 | Yes 
    2118 |  12.831909 | 0.004965 |      46      | 0.000998 | Yes 
    2119 |  12.836874 | 0.004965 |      52      | 0.000971 | Yes 
    2120 |  12.841839 | 0.004965 |      568      | 0.000994 | Yes 
    2121 |  12.846804 | 0.004965 |      364      | 0.000985 | Yes 
    2122 |  12.851769 | 0.004965 |      31      | 0.000996 | Yes 
    2123 |  12.856734 | 0.004965 |      38      | 0.000989 | Yes 
    2124 |  12.861699 | 0.004965 |      90      | 0.000992 | Yes 
    2125 |  12.866664 | 0.004965 |      87      | 0.000987 | Yes 
    2126 |  12.871630 | 0.004965 |      578      | 0.000999 | Yes 
    2127 |  12.876595 | 0.004965 |      564      | 0.000988 | Yes 
    2128 |  12.881560 | 0.004965 |      281      | 0.000985 | Yes 
    2129 |  12.886525 | 0.004965 |      210      | 0.000982 | Yes 
    2130 |  12.891490 | 0.004965 |      192      | 0.000986 | Yes 
    2131 |  12.896455 | 0.004965 |      548      | 0.000990 | Yes 
    2132 |  12.901420 | 0.004965 |      525      | 0.000991 | Yes 
    2133 |  12.906385 | 0.004965 |      215      | 0.000996 | Yes 
    2134 |  12.911350 | 0.004965 |      124      | 0.000997 | Yes 
    2135 |  12.916315 | 0.004965 |      34      | 0.000919 | Yes 
    2136 |  12.921280 | 0.004965 |      134      | 0.000989 | Yes 
    2137 |  12.926245 | 0.004965 |      162      | 0.000988 | Yes 
    2138 |  12.931210 | 0.004965 |      69      | 0.000994 | Yes 
    2139 |  12.936175 | 0.004965 |      282      | 0.000993 | Yes 
    2140 |  12.941140 | 0.004965 |      133      | 0.000979 | Yes 
    2141 |  12.946105 | 0.004965 |      214      | 0.000995 | Yes 
    2142 |  12.951070 | 0.004965 |      542      | 0.001000 | Yes 
    2143 |  12.956035 | 0.004965 |      524      | 0.000992 | Yes 
    2144 |  12.961000 | 0.004965 |      261      | 0.000993 | Yes 
    2145 |  12.965965 | 0.004965 |      234      | 0.000988 | Yes 
    2146 |  12.970930 | 0.004965 |      235      | 0.000993 | Yes 
    2147 |  12.975895 | 0.004965 |      249      | 0.000997 | Yes 
    2148 |  12.980860 | 0.004965 |      272      | 0.000997 | Yes 
    2149 |  12.985825 | 0.004965 |      73      | 0.000978 | Yes 
    2150 |  12.990790 | 0.004965 |      31      | 0.000856 | Yes 
    2151 |  12.995755 | 0.004965 |      76      | 0.000997 | Yes 
    2152 |  13.000721 | 0.004965 |      126      | 0.000997 | Yes 
    2153 |  13.005686 | 0.004965 |      97      | 0.001000 | Yes 
    2154 |  13.010651 | 0.004965 |      33      | 0.000985 | Yes 
    2155 |  13.015616 | 0.004965 |      280      | 0.000984 | Yes 
    2156 |  13.020581 | 0.004965 |      28      | 0.000949 | Yes 
    2157 |  13.025546 | 0.004965 |      520      | 0.000998 | Yes 
    2158 |  13.030511 | 0.004965 |      489      | 0.000992 | Yes 
    2159 |  13.035476 | 0.004965 |      123      | 0.000990 | Yes 
    2160 |  13.040441 | 0.004965 |      36      | 0.000927 | Yes 
    2161 |  13.045406 | 0.004965 |      35      | 0.000977 | Yes 
    2162 |  13.050371 | 0.004965 |      49      | 0.000989 | Yes 
    2163 |  13.055336 | 0.004965 |      267      | 0.000992 | Yes 
    2164 |  13.060301 | 0.004965 |      133      | 0.000980 | Yes 
    2165 |  13.065266 | 0.004965 |      250      | 0.000981 | Yes 
    2166 |  13.070231 | 0.004965 |      248      | 0.000999 | Yes 
    2167 |  13.075196 | 0.004965 |      44      | 0.000994 | Yes 
    2168 |  13.080161 | 0.004965 |      573      | 0.000991 | Yes 
    2169 |  13.085126 | 0.004965 |      367      | 0.000996 | Yes 
    2170 |  13.090091 | 0.004965 |      122      | 0.000998 | Yes 
    2171 |  13.095056 | 0.004965 |      520      | 0.000992 | Yes 
    2172 |  13.100021 | 0.004965 |      328      | 0.000994 | Yes 
    2173 |  13.104986 | 0.004965 |      195      | 0.000984 | Yes 
    2174 |  13.109951 | 0.004965 |      34      | 0.000988 | Yes 
    2175 |  13.114916 | 0.004965 |      529      | 0.000994 | Yes 
    2176 |  13.119881 | 0.004965 |      508      | 0.000990 | Yes 
    2177 |  13.124847 | 0.004965 |      69      | 0.000993 | Yes 
    2178 |  13.129812 | 0.004965 |      150      | 0.000993 | Yes 
    2179 |  13.134777 | 0.004965 |      65      | 0.000993 | Yes 
    2180 |  13.139742 | 0.004965 |      274      | 0.000992 | Yes 
    2181 |  13.144707 | 0.004965 |      387      | 0.000997 | Yes 
    2182 |  13.149672 | 0.004965 |      387      | 0.000996 | Yes 
    2183 |  13.154637 | 0.004965 |      223      | 0.000988 | Yes 
    2184 |  13.159602 | 0.004965 |      279      | 0.000983 | Yes 
    2185 |  13.164567 | 0.004965 |      67      | 0.000987 | Yes 
    2186 |  13.169532 | 0.004965 |      515      | 0.000991 | Yes 
    2187 |  13.174497 | 0.004965 |      484      | 0.000991 | Yes 
    2188 |  13.179462 | 0.004965 |      36      | 0.000986 | Yes 
    2189 |  13.184427 | 0.004965 |      50      | 0.000990 | Yes 
    2190 |  13.189392 | 0.004965 |      266      | 0.000981 | Yes 
    2191 |  13.194357 | 0.004965 |      54      | 0.000996 | Yes 
    2192 |  13.199322 | 0.004965 |      185      | 0.000986 | Yes 
    2193 |  13.204287 | 0.004965 |      551      | 0.000995 | Yes 
    2194 |  13.209252 | 0.004965 |      351      | 0.000986 | Yes 
    2195 |  13.214217 | 0.004965 |      240      | 0.000992 | Yes 
    2196 |  13.219182 | 0.004965 |      236      | 0.000989 | Yes 
    2197 |  13.224147 | 0.004965 |      185      | 0.000988 | Yes 
    2198 |  13.229112 | 0.004965 |      568      | 0.000989 | Yes 
    2199 |  13.234077 | 0.004965 |      551      | 0.000995 | Yes 
    2200 |  13.239042 | 0.004965 |      65      | 0.000979 | Yes 
